activity_id,user_id,persona,activity_date,distance_km,pace_min_km,moving_time_sec
act_158_55,158,Boom-and-Bust,2025-02-26 00:00:00,2.8,5.6,939
act_158_58,158,Boom-and-Bust,2025-03-01 00:00:00,2.15,4.3,554
act_158_81,158,Boom-and-Bust,2025-03-24 00:00:00,2.28,4.56,624
act_158_82,158,Boom-and-Bust,2025-03-25 00:00:00,1.81,3.63,394
act_158_83,158,Boom-and-Bust,2025-03-26 00:00:00,1.0,3.0,180
act_158_84,158,Boom-and-Bust,2025-03-27 00:00:00,2.49,4.97,741
act_158_86,158,Boom-and-Bust,2025-03-29 00:00:00,4.68,9.35,2623
act_158_87,158,Boom-and-Bust,2025-03-30 00:00:00,2.66,5.32,850
act_158_88,158,Boom-and-Bust,2025-03-31 00:00:00,1.0,3.0,180
act_158_89,158,Boom-and-Bust,2025-04-01 00:00:00,4.41,8.82,2334
act_158_90,158,Boom-and-Bust,2025-04-02 00:00:00,1.0,3.0,180
act_158_91,158,Boom-and-Bust,2025-04-03 00:00:00,2.65,5.29,840
act_158_93,158,Boom-and-Bust,2025-04-05 00:00:00,2.73,5.46,893
act_158_94,158,Boom-and-Bust,2025-04-06 00:00:00,2.21,4.41,583
act_158_95,158,Boom-and-Bust,2025-04-07 00:00:00,4.51,9.03,2446
act_158_96,158,Boom-and-Bust,2025-04-08 00:00:00,6.19,12.38,4596
act_158_97,158,Boom-and-Bust,2025-04-09 00:00:00,1.76,3.52,372
act_158_98,158,Boom-and-Bust,2025-04-10 00:00:00,1.32,3.0,237
act_158_99,158,Boom-and-Bust,2025-04-11 00:00:00,2.2,4.39,578
act_158_100,158,Boom-and-Bust,2025-04-12 00:00:00,1.82,3.63,395
act_158_101,158,Boom-and-Bust,2025-04-13 00:00:00,3.68,7.36,1624
act_158_106,158,Boom-and-Bust,2025-04-18 00:00:00,2.07,4.15,516
act_159_1,159,Weekend Warrior,2025-01-29 00:00:00,6.71,4.79,1926
act_159_4,159,Weekend Warrior,2025-02-01 00:00:00,19.06,5.73,6547
act_159_5,159,Weekend Warrior,2025-02-02 00:00:00,18.7,4.11,4609
act_159_12,159,Weekend Warrior,2025-02-09 00:00:00,11.28,4.12,2785
act_159_18,159,Weekend Warrior,2025-02-15 00:00:00,8.96,4.59,2466
act_159_21,159,Weekend Warrior,2025-02-18 00:00:00,31.55,4.1,7753
act_159_24,159,Weekend Warrior,2025-02-21 00:00:00,5.67,4.6,1565
act_159_25,159,Weekend Warrior,2025-02-22 00:00:00,6.68,5.0,2003
act_159_26,159,Weekend Warrior,2025-02-23 00:00:00,3.53,4.14,878
act_159_27,159,Weekend Warrior,2025-02-24 00:00:00,12.59,3.99,3011
act_159_32,159,Weekend Warrior,2025-03-01 00:00:00,4.88,4.54,1327
act_159_33,159,Weekend Warrior,2025-03-02 00:00:00,5.8,5.14,1788
act_159_39,159,Weekend Warrior,2025-03-08 00:00:00,1.0,4.51,270
act_159_45,159,Weekend Warrior,2025-03-14 00:00:00,10.2,5.2,3184
act_159_46,159,Weekend Warrior,2025-03-15 00:00:00,21.58,6.18,8003
act_159_47,159,Weekend Warrior,2025-03-16 00:00:00,13.79,5.09,4209
act_159_50,159,Weekend Warrior,2025-03-19 00:00:00,11.42,4.63,3168
act_159_53,159,Weekend Warrior,2025-03-22 00:00:00,14.94,5.07,4542
act_159_54,159,Weekend Warrior,2025-03-23 00:00:00,17.18,4.96,5110
act_159_57,159,Weekend Warrior,2025-03-26 00:00:00,12.02,6.08,4384
act_159_60,159,Weekend Warrior,2025-03-29 00:00:00,17.71,5.27,5596
act_159_61,159,Weekend Warrior,2025-03-30 00:00:00,11.02,4.45,2939
act_159_67,159,Weekend Warrior,2025-04-05 00:00:00,6.36,5.12,1951
act_159_68,159,Weekend Warrior,2025-04-06 00:00:00,10.82,4.91,3186
act_159_74,159,Weekend Warrior,2025-04-12 00:00:00,8.79,4.75,2502
act_159_75,159,Weekend Warrior,2025-04-13 00:00:00,16.56,4.14,4115
act_159_81,159,Weekend Warrior,2025-04-19 00:00:00,11.51,5.51,3806
act_159_86,159,Weekend Warrior,2025-04-24 00:00:00,14.9,5.29,4727
act_159_88,159,Weekend Warrior,2025-04-26 00:00:00,3.02,4.19,759
act_159_89,159,Weekend Warrior,2025-04-27 00:00:00,22.51,4.5,6072
act_159_92,159,Weekend Warrior,2025-04-30 00:00:00,13.01,4.52,3525
act_159_95,159,Weekend Warrior,2025-05-03 00:00:00,21.08,3.69,4663
act_159_102,159,Weekend Warrior,2025-05-10 00:00:00,5.65,4.85,1645
act_159_103,159,Weekend Warrior,2025-05-11 00:00:00,13.04,4.67,3649
act_159_110,159,Weekend Warrior,2025-05-18 00:00:00,8.74,4.85,2541
act_159_116,159,Weekend Warrior,2025-05-24 00:00:00,16.54,5.47,5428
act_159_118,159,Weekend Warrior,2025-05-26 00:00:00,14.62,5.06,4440
act_160_0,160,Lapsed Newcomer,2025-01-06 00:00:00,2.92,6.31,1104
act_160_1,160,Lapsed Newcomer,2025-01-07 00:00:00,3.86,6.07,1404
act_160_2,160,Lapsed Newcomer,2025-01-08 00:00:00,9.55,5.68,3256
act_160_3,160,Lapsed Newcomer,2025-01-09 00:00:00,3.73,5.66,1265
act_160_4,160,Lapsed Newcomer,2025-01-10 00:00:00,3.42,6.52,1339
act_160_5,160,Lapsed Newcomer,2025-01-11 00:00:00,7.93,6.42,3053
act_160_7,160,Lapsed Newcomer,2025-01-13 00:00:00,1.0,5.7,342
act_160_8,160,Lapsed Newcomer,2025-01-14 00:00:00,3.89,6.79,1586
act_160_9,160,Lapsed Newcomer,2025-01-15 00:00:00,6.29,6.45,2434
act_160_10,160,Lapsed Newcomer,2025-01-16 00:00:00,1.0,5.92,354
act_160_11,160,Lapsed Newcomer,2025-01-17 00:00:00,1.0,6.18,370
act_160_14,160,Lapsed Newcomer,2025-01-20 00:00:00,1.75,6.25,655
act_160_15,160,Lapsed Newcomer,2025-01-21 00:00:00,3.37,5.6,1130
act_160_19,160,Lapsed Newcomer,2025-01-25 00:00:00,2.91,6.68,1167
act_160_21,160,Lapsed Newcomer,2025-01-27 00:00:00,7.01,5.71,2399
act_160_22,160,Lapsed Newcomer,2025-01-28 00:00:00,5.47,6.77,2220
act_160_24,160,Lapsed Newcomer,2025-01-30 00:00:00,7.05,6.1,2578
act_160_25,160,Lapsed Newcomer,2025-01-31 00:00:00,9.79,5.87,3445
act_160_27,160,Lapsed Newcomer,2025-02-02 00:00:00,4.08,5.26,1288
act_161_0,161,Boom-and-Bust,2025-01-20 00:00:00,2.93,3.0,527
act_161_1,161,Boom-and-Bust,2025-01-21 00:00:00,2.8,3.0,503
act_161_2,161,Boom-and-Bust,2025-01-22 00:00:00,8.16,8.16,3994
act_161_4,161,Boom-and-Bust,2025-01-24 00:00:00,1.32,3.0,238
act_161_5,161,Boom-and-Bust,2025-01-25 00:00:00,11.29,11.29,7653
act_161_6,161,Boom-and-Bust,2025-01-26 00:00:00,7.38,7.38,3264
act_161_7,161,Boom-and-Bust,2025-01-27 00:00:00,1.58,3.0,284
act_161_8,161,Boom-and-Bust,2025-01-28 00:00:00,6.72,6.72,2706
act_161_10,161,Boom-and-Bust,2025-01-30 00:00:00,3.97,3.97,946
act_161_11,161,Boom-and-Bust,2025-01-31 00:00:00,8.39,8.39,4226
act_161_12,161,Boom-and-Bust,2025-02-01 00:00:00,14.02,14.02,11798
act_161_13,161,Boom-and-Bust,2025-02-02 00:00:00,8.01,8.01,3851
act_161_15,161,Boom-and-Bust,2025-02-04 00:00:00,4.35,4.35,1133
act_161_16,161,Boom-and-Bust,2025-02-05 00:00:00,2.5,3.0,449
act_161_17,161,Boom-and-Bust,2025-02-06 00:00:00,9.33,9.33,5222
act_161_18,161,Boom-and-Bust,2025-02-07 00:00:00,5.12,5.12,1569
act_161_19,161,Boom-and-Bust,2025-02-08 00:00:00,6.43,6.43,2478
act_161_20,161,Boom-and-Bust,2025-02-09 00:00:00,11.22,11.22,7556
act_161_21,161,Boom-and-Bust,2025-02-10 00:00:00,2.63,3.0,474
act_161_22,161,Boom-and-Bust,2025-02-11 00:00:00,1.0,3.0,180
act_161_23,161,Boom-and-Bust,2025-02-12 00:00:00,12.08,12.08,8756
act_161_24,161,Boom-and-Bust,2025-02-13 00:00:00,4.4,4.4,1161
act_161_27,161,Boom-and-Bust,2025-02-16 00:00:00,5.16,5.16,1595
act_161_29,161,Boom-and-Bust,2025-02-18 00:00:00,1.16,3.0,209
act_161_30,161,Boom-and-Bust,2025-02-19 00:00:00,6.9,6.9,2854
act_161_31,161,Boom-and-Bust,2025-02-20 00:00:00,11.52,11.52,7958
act_161_33,161,Boom-and-Bust,2025-02-22 00:00:00,1.32,3.0,237
act_161_34,161,Boom-and-Bust,2025-02-23 00:00:00,7.71,7.71,3566
act_161_35,161,Boom-and-Bust,2025-02-24 00:00:00,6.77,6.77,2748
act_161_37,161,Boom-and-Bust,2025-02-26 00:00:00,14.09,14.09,11920
act_161_40,161,Boom-and-Bust,2025-03-01 00:00:00,9.93,9.93,5921
act_161_41,161,Boom-and-Bust,2025-03-02 00:00:00,7.93,7.93,3769
act_161_42,161,Boom-and-Bust,2025-03-03 00:00:00,10.86,10.86,7076
act_161_43,161,Boom-and-Bust,2025-03-04 00:00:00,15.32,15.32,14087
act_161_44,161,Boom-and-Bust,2025-03-05 00:00:00,7.51,7.51,3380
act_161_45,161,Boom-and-Bust,2025-03-06 00:00:00,2.01,3.0,361
act_161_46,161,Boom-and-Bust,2025-03-07 00:00:00,17.04,17.04,17416
act_161_47,161,Boom-and-Bust,2025-03-08 00:00:00,9.03,9.03,4897
act_161_48,161,Boom-and-Bust,2025-03-09 00:00:00,8.39,8.39,4224
act_161_50,161,Boom-and-Bust,2025-03-11 00:00:00,9.32,9.32,5208
act_161_53,161,Boom-and-Bust,2025-03-14 00:00:00,8.98,8.98,4839
act_161_54,161,Boom-and-Bust,2025-03-15 00:00:00,2.79,3.0,501
act_161_77,161,Boom-and-Bust,2025-04-07 00:00:00,2.66,5.33,850
act_161_78,161,Boom-and-Bust,2025-04-08 00:00:00,3.49,6.98,1461
act_161_79,161,Boom-and-Bust,2025-04-09 00:00:00,3.24,6.48,1258
act_161_80,161,Boom-and-Bust,2025-04-10 00:00:00,1.0,3.0,180
act_161_81,161,Boom-and-Bust,2025-04-11 00:00:00,5.96,11.93,4266
act_161_82,161,Boom-and-Bust,2025-04-12 00:00:00,4.97,9.93,2959
act_161_85,161,Boom-and-Bust,2025-04-15 00:00:00,4.83,9.65,2796
act_161_87,161,Boom-and-Bust,2025-04-17 00:00:00,1.0,3.0,180
act_161_88,161,Boom-and-Bust,2025-04-18 00:00:00,1.42,3.0,255
act_161_89,161,Boom-and-Bust,2025-04-19 00:00:00,2.52,5.03,759
act_161_92,161,Boom-and-Bust,2025-04-22 00:00:00,4.49,8.97,2414
act_161_93,161,Boom-and-Bust,2025-04-23 00:00:00,1.4,3.0,252
act_161_94,161,Boom-and-Bust,2025-04-24 00:00:00,4.93,9.87,2921
act_161_95,161,Boom-and-Bust,2025-04-25 00:00:00,2.67,5.34,856
act_161_97,161,Boom-and-Bust,2025-04-27 00:00:00,2.96,5.91,1049
act_161_98,161,Boom-and-Bust,2025-04-28 00:00:00,1.0,3.0,180
act_161_100,161,Boom-and-Bust,2025-04-30 00:00:00,4.08,8.16,1996
act_161_101,161,Boom-and-Bust,2025-05-01 00:00:00,6.0,11.99,4313
act_161_102,161,Boom-and-Bust,2025-05-02 00:00:00,1.0,3.0,180
act_161_103,161,Boom-and-Bust,2025-05-03 00:00:00,4.48,8.96,2408
act_162_1,162,Event-Driven Racer,2025-01-05 00:00:00,7.83,4.21,1978
act_162_2,162,Event-Driven Racer,2025-01-06 00:00:00,6.84,4.37,1791
act_162_3,162,Event-Driven Racer,2025-01-07 00:00:00,5.89,3.72,1314
act_162_7,162,Event-Driven Racer,2025-01-11 00:00:00,11.05,4.34,2879
act_162_8,162,Event-Driven Racer,2025-01-12 00:00:00,7.76,4.58,2133
act_162_10,162,Event-Driven Racer,2025-01-14 00:00:00,17.67,4.08,4326
act_162_12,162,Event-Driven Racer,2025-01-16 00:00:00,15.57,5.35,4995
act_162_14,162,Event-Driven Racer,2025-01-18 00:00:00,8.27,4.64,2301
act_162_15,162,Event-Driven Racer,2025-01-19 00:00:00,1.0,3.97,238
act_162_16,162,Event-Driven Racer,2025-01-20 00:00:00,8.36,3.6,1804
act_162_18,162,Event-Driven Racer,2025-01-22 00:00:00,7.58,4.67,2124
act_162_19,162,Event-Driven Racer,2025-01-23 00:00:00,13.35,4.3,3443
act_162_22,162,Event-Driven Racer,2025-01-26 00:00:00,22.33,4.48,6002
act_162_23,162,Event-Driven Racer,2025-01-27 00:00:00,4.93,4.12,1220
act_162_24,162,Event-Driven Racer,2025-01-28 00:00:00,5.78,4.02,1393
act_162_26,162,Event-Driven Racer,2025-01-30 00:00:00,7.14,4.31,1844
act_162_27,162,Event-Driven Racer,2025-01-31 00:00:00,13.88,4.71,3920
act_162_28,162,Event-Driven Racer,2025-02-01 00:00:00,15.49,5.13,4770
act_162_29,162,Event-Driven Racer,2025-02-02 00:00:00,19.16,4.04,4647
act_162_30,162,Event-Driven Racer,2025-02-03 00:00:00,9.87,4.19,2483
act_162_31,162,Event-Driven Racer,2025-02-04 00:00:00,11.57,5.34,3707
act_162_33,162,Event-Driven Racer,2025-02-06 00:00:00,1.0,5.14,308
act_162_34,162,Event-Driven Racer,2025-02-07 00:00:00,11.29,4.88,3301
act_162_39,162,Event-Driven Racer,2025-02-12 00:00:00,5.94,5.11,1818
act_162_42,162,Event-Driven Racer,2025-02-15 00:00:00,23.31,3.99,5582
act_162_43,162,Event-Driven Racer,2025-02-16 00:00:00,13.21,4.7,3727
act_162_44,162,Event-Driven Racer,2025-02-17 00:00:00,6.25,4.42,1656
act_162_45,162,Event-Driven Racer,2025-02-18 00:00:00,3.4,4.57,931
act_162_48,162,Event-Driven Racer,2025-02-21 00:00:00,1.0,4.89,293
act_162_49,162,Event-Driven Racer,2025-02-22 00:00:00,18.31,4.32,4748
act_162_50,162,Event-Driven Racer,2025-02-23 00:00:00,13.39,3.88,3116
act_162_51,162,Event-Driven Racer,2025-02-24 00:00:00,1.6,4.28,409
act_162_52,162,Event-Driven Racer,2025-02-25 00:00:00,7.74,4.53,2105
act_162_55,162,Event-Driven Racer,2025-02-28 00:00:00,11.64,4.43,3095
act_162_56,162,Event-Driven Racer,2025-03-01 00:00:00,15.41,4.7,4346
act_162_58,162,Event-Driven Racer,2025-03-03 00:00:00,9.88,4.36,2586
act_162_60,162,Event-Driven Racer,2025-03-05 00:00:00,14.29,3.98,3410
act_162_61,162,Event-Driven Racer,2025-03-06 00:00:00,16.46,4.94,4877
act_162_65,162,Event-Driven Racer,2025-03-10 00:00:00,12.08,4.74,3438
act_162_67,162,Event-Driven Racer,2025-03-12 00:00:00,9.1,4.02,2192
act_162_68,162,Event-Driven Racer,2025-03-13 00:00:00,14.12,3.34,2832
act_162_70,162,Event-Driven Racer,2025-03-15 00:00:00,12.15,4.29,3129
act_162_71,162,Event-Driven Racer,2025-03-16 00:00:00,33.16,4.73,9420
act_162_72,162,Event-Driven Racer,2025-03-17 00:00:00,12.0,4.19,3013
act_162_74,162,Event-Driven Racer,2025-03-19 00:00:00,19.19,4.76,5481
act_162_76,162,Event-Driven Racer,2025-03-21 00:00:00,13.46,4.65,3751
act_162_78,162,Event-Driven Racer,2025-03-23 00:00:00,17.74,4.51,4801
act_162_81,162,Event-Driven Racer,2025-03-26 00:00:00,8.42,5.34,2696
act_162_82,162,Event-Driven Racer,2025-03-27 00:00:00,19.59,4.58,5386
act_162_83,162,Event-Driven Racer,2025-03-28 00:00:00,4.83,3.8,1102
act_162_86,162,Event-Driven Racer,2025-03-31 00:00:00,14.51,4.46,3879
act_162_87,162,Event-Driven Racer,2025-04-01 00:00:00,11.94,4.64,3324
act_162_91,162,Event-Driven Racer,2025-04-05 00:00:00,4.75,3.54,1008
act_162_92,162,Event-Driven Racer,2025-04-06 00:00:00,8.72,5.37,2809
act_162_93,162,Event-Driven Racer,2025-04-07 00:00:00,4.09,4.34,1065
act_162_94,162,Event-Driven Racer,2025-04-08 00:00:00,1.0,3.94,236
act_162_95,162,Event-Driven Racer,2025-04-09 00:00:00,12.07,4.57,3309
act_162_96,162,Event-Driven Racer,2025-04-10 00:00:00,3.48,5.43,1132
act_162_97,162,Event-Driven Racer,2025-04-11 00:00:00,1.0,4.53,272
act_162_101,162,Event-Driven Racer,2025-04-15 00:00:00,7.74,4.98,2313
act_162_102,162,Event-Driven Racer,2025-04-16 00:00:00,8.44,5.02,2544
act_162_103,162,Event-Driven Racer,2025-04-17 00:00:00,6.99,4.68,1960
act_162_112,162,Event-Driven Racer,2025-04-26 00:00:00,4.18,4.43,1112
act_162_113,162,Event-Driven Racer,2025-04-27 00:00:00,7.93,4.39,2088
act_162_115,162,Event-Driven Racer,2025-04-29 00:00:00,5.0,4.53,1359
act_162_118,162,Event-Driven Racer,2025-05-02 00:00:00,1.0,5.41,324
act_162_119,162,Event-Driven Racer,2025-05-03 00:00:00,2.25,4.55,612
act_163_1,163,Lapsed Newcomer,2025-01-16 00:00:00,4.16,6.44,1606
act_163_2,163,Lapsed Newcomer,2025-01-17 00:00:00,3.61,5.86,1270
act_163_5,163,Lapsed Newcomer,2025-01-20 00:00:00,1.77,6.9,730
act_163_6,163,Lapsed Newcomer,2025-01-21 00:00:00,2.58,6.1,943
act_163_8,163,Lapsed Newcomer,2025-01-23 00:00:00,4.15,5.36,1334
act_163_9,163,Lapsed Newcomer,2025-01-24 00:00:00,4.09,5.39,1323
act_163_10,163,Lapsed Newcomer,2025-01-25 00:00:00,7.6,5.61,2556
act_163_13,163,Lapsed Newcomer,2025-01-28 00:00:00,1.0,5.13,307
act_163_15,163,Lapsed Newcomer,2025-01-30 00:00:00,13.16,5.75,4537
act_163_19,163,Lapsed Newcomer,2025-02-03 00:00:00,2.42,5.9,855
act_163_21,163,Lapsed Newcomer,2025-02-05 00:00:00,1.93,6.62,766
act_163_23,163,Lapsed Newcomer,2025-02-07 00:00:00,3.43,6.02,1237
act_163_24,163,Lapsed Newcomer,2025-02-08 00:00:00,5.51,5.78,1908
act_163_27,163,Lapsed Newcomer,2025-02-11 00:00:00,4.61,7.05,1952
act_164_0,164,Consistent Trainer,2025-01-19 00:00:00,9.27,4.74,2634
act_164_3,164,Consistent Trainer,2025-01-22 00:00:00,4.54,4.69,1277
act_164_7,164,Consistent Trainer,2025-01-26 00:00:00,3.79,5.68,1291
act_164_8,164,Consistent Trainer,2025-01-27 00:00:00,7.41,5.42,2408
act_164_9,164,Consistent Trainer,2025-01-28 00:00:00,3.55,4.63,985
act_164_10,164,Consistent Trainer,2025-01-29 00:00:00,12.06,4.85,3508
act_164_12,164,Consistent Trainer,2025-01-31 00:00:00,9.75,4.61,2694
act_164_16,164,Consistent Trainer,2025-02-04 00:00:00,3.78,3.15,714
act_164_18,164,Consistent Trainer,2025-02-06 00:00:00,7.72,3.57,1655
act_164_20,164,Consistent Trainer,2025-02-08 00:00:00,20.22,5.4,6552
act_164_21,164,Consistent Trainer,2025-02-09 00:00:00,12.63,5.0,3791
act_164_23,164,Consistent Trainer,2025-02-11 00:00:00,11.17,4.11,2754
act_164_24,164,Consistent Trainer,2025-02-12 00:00:00,10.54,5.09,3220
act_164_26,164,Consistent Trainer,2025-02-14 00:00:00,7.57,4.69,2131
act_164_28,164,Consistent Trainer,2025-02-16 00:00:00,12.8,5.3,4067
act_164_29,164,Consistent Trainer,2025-02-17 00:00:00,5.45,4.85,1584
act_164_30,164,Consistent Trainer,2025-02-18 00:00:00,10.62,4.3,2741
act_164_31,164,Consistent Trainer,2025-02-19 00:00:00,2.2,4.44,584
act_164_33,164,Consistent Trainer,2025-02-21 00:00:00,14.85,5.08,4527
act_164_34,164,Consistent Trainer,2025-02-22 00:00:00,2.9,5.82,1012
act_164_35,164,Consistent Trainer,2025-02-23 00:00:00,4.22,3.28,829
act_164_36,164,Consistent Trainer,2025-02-24 00:00:00,1.0,4.96,297
act_164_39,164,Consistent Trainer,2025-02-27 00:00:00,11.14,5.67,3787
act_164_40,164,Consistent Trainer,2025-02-28 00:00:00,9.91,4.9,2912
act_164_41,164,Consistent Trainer,2025-03-01 00:00:00,7.24,5.02,2179
act_164_42,164,Consistent Trainer,2025-03-02 00:00:00,13.16,4.76,3760
act_164_44,164,Consistent Trainer,2025-03-04 00:00:00,4.56,4.49,1226
act_164_45,164,Consistent Trainer,2025-03-05 00:00:00,13.37,5.39,4321
act_164_46,164,Consistent Trainer,2025-03-06 00:00:00,9.19,3.65,2014
act_164_48,164,Consistent Trainer,2025-03-08 00:00:00,4.99,5.77,1727
act_164_49,164,Consistent Trainer,2025-03-09 00:00:00,16.9,4.64,4702
act_164_50,164,Consistent Trainer,2025-03-10 00:00:00,11.44,4.98,3414
act_164_51,164,Consistent Trainer,2025-03-11 00:00:00,7.98,4.5,2153
act_164_53,164,Consistent Trainer,2025-03-13 00:00:00,3.67,4.49,989
act_164_54,164,Consistent Trainer,2025-03-14 00:00:00,12.46,5.7,4263
act_164_56,164,Consistent Trainer,2025-03-16 00:00:00,8.97,4.44,2389
act_164_58,164,Consistent Trainer,2025-03-18 00:00:00,3.23,4.81,932
act_164_60,164,Consistent Trainer,2025-03-20 00:00:00,3.53,4.64,982
act_164_62,164,Consistent Trainer,2025-03-22 00:00:00,9.95,4.34,2593
act_164_65,164,Consistent Trainer,2025-03-25 00:00:00,5.82,5.76,2009
act_164_72,164,Consistent Trainer,2025-04-01 00:00:00,6.65,4.16,1658
act_164_73,164,Consistent Trainer,2025-04-02 00:00:00,10.53,5.33,3369
act_164_77,164,Consistent Trainer,2025-04-06 00:00:00,4.02,5.46,1317
act_164_78,164,Consistent Trainer,2025-04-07 00:00:00,5.44,4.22,1378
act_164_79,164,Consistent Trainer,2025-04-08 00:00:00,3.61,4.76,1032
act_164_83,164,Consistent Trainer,2025-04-12 00:00:00,1.0,4.91,294
act_164_84,164,Consistent Trainer,2025-04-13 00:00:00,4.6,4.32,1191
act_164_88,164,Consistent Trainer,2025-04-17 00:00:00,11.27,4.43,2996
act_164_92,164,Consistent Trainer,2025-04-21 00:00:00,10.79,5.13,3319
act_164_94,164,Consistent Trainer,2025-04-23 00:00:00,10.4,5.6,3493
act_164_96,164,Consistent Trainer,2025-04-25 00:00:00,13.29,4.37,3482
act_164_97,164,Consistent Trainer,2025-04-26 00:00:00,1.0,5.12,306
act_164_99,164,Consistent Trainer,2025-04-28 00:00:00,16.02,4.41,4239
act_164_100,164,Consistent Trainer,2025-04-29 00:00:00,6.1,4.63,1695
act_164_102,164,Consistent Trainer,2025-05-01 00:00:00,10.79,5.55,3596
act_164_103,164,Consistent Trainer,2025-05-02 00:00:00,9.67,4.1,2376
act_164_104,164,Consistent Trainer,2025-05-03 00:00:00,11.89,3.61,2572
act_164_105,164,Consistent Trainer,2025-05-04 00:00:00,9.1,4.3,2347
act_164_107,164,Consistent Trainer,2025-05-06 00:00:00,1.0,4.1,246
act_164_111,164,Consistent Trainer,2025-05-10 00:00:00,3.36,3.99,804
act_164_114,164,Consistent Trainer,2025-05-13 00:00:00,22.55,4.42,5975
act_164_115,164,Consistent Trainer,2025-05-14 00:00:00,8.5,3.99,2032
act_164_116,164,Consistent Trainer,2025-05-15 00:00:00,15.92,4.48,4275
act_165_0,165,Lapsed Newcomer,2025-01-22 00:00:00,9.88,5.71,3383
act_165_1,165,Lapsed Newcomer,2025-01-23 00:00:00,1.0,5.55,332
act_165_2,165,Lapsed Newcomer,2025-01-24 00:00:00,4.44,6.08,1621
act_165_3,165,Lapsed Newcomer,2025-01-25 00:00:00,4.34,6.26,1631
act_165_4,165,Lapsed Newcomer,2025-01-26 00:00:00,8.01,6.25,3003
act_165_5,165,Lapsed Newcomer,2025-01-27 00:00:00,5.15,5.85,1808
act_165_6,165,Lapsed Newcomer,2025-01-28 00:00:00,1.0,5.75,344
act_165_7,165,Lapsed Newcomer,2025-01-29 00:00:00,5.54,6.27,2084
act_165_8,165,Lapsed Newcomer,2025-01-30 00:00:00,9.63,6.05,3493
act_165_9,165,Lapsed Newcomer,2025-01-31 00:00:00,2.99,5.94,1064
act_165_11,165,Lapsed Newcomer,2025-02-02 00:00:00,1.0,5.7,342
act_165_12,165,Lapsed Newcomer,2025-02-03 00:00:00,7.67,4.81,2211
act_165_13,165,Lapsed Newcomer,2025-02-04 00:00:00,3.87,5.68,1319
act_165_14,165,Lapsed Newcomer,2025-02-05 00:00:00,1.0,5.87,352
act_165_15,165,Lapsed Newcomer,2025-02-06 00:00:00,6.67,6.4,2560
act_165_17,165,Lapsed Newcomer,2025-02-08 00:00:00,6.69,7.18,2883
act_165_18,165,Lapsed Newcomer,2025-02-09 00:00:00,4.22,6.34,1606
act_165_21,165,Lapsed Newcomer,2025-02-12 00:00:00,1.0,6.15,369
act_165_22,165,Lapsed Newcomer,2025-02-13 00:00:00,7.28,5.55,2424
act_165_26,165,Lapsed Newcomer,2025-02-17 00:00:00,2.2,6.03,794
act_165_27,165,Lapsed Newcomer,2025-02-18 00:00:00,3.68,5.87,1298
act_166_2,166,Event-Driven Racer,2025-01-30 00:00:00,5.05,4.8,1454
act_166_4,166,Event-Driven Racer,2025-02-01 00:00:00,20.84,5.1,6378
act_166_5,166,Event-Driven Racer,2025-02-02 00:00:00,15.53,4.33,4033
act_166_6,166,Event-Driven Racer,2025-02-03 00:00:00,21.78,3.7,4834
act_166_7,166,Event-Driven Racer,2025-02-04 00:00:00,6.94,3.85,1604
act_166_8,166,Event-Driven Racer,2025-02-05 00:00:00,13.28,4.35,3464
act_166_10,166,Event-Driven Racer,2025-02-07 00:00:00,6.89,4.35,1800
act_166_11,166,Event-Driven Racer,2025-02-08 00:00:00,21.32,5.45,6964
act_166_12,166,Event-Driven Racer,2025-02-09 00:00:00,16.73,5.04,5059
act_166_14,166,Event-Driven Racer,2025-02-11 00:00:00,5.47,4.54,1491
act_166_15,166,Event-Driven Racer,2025-02-12 00:00:00,10.44,4.78,2994
act_166_17,166,Event-Driven Racer,2025-02-14 00:00:00,2.23,5.73,766
act_166_18,166,Event-Driven Racer,2025-02-15 00:00:00,15.37,4.26,3925
act_166_19,166,Event-Driven Racer,2025-02-16 00:00:00,11.02,4.49,2967
act_166_20,166,Event-Driven Racer,2025-02-17 00:00:00,11.68,4.96,3478
act_166_21,166,Event-Driven Racer,2025-02-18 00:00:00,5.94,4.98,1775
act_166_25,166,Event-Driven Racer,2025-02-22 00:00:00,23.32,5.03,7041
act_166_26,166,Event-Driven Racer,2025-02-23 00:00:00,18.2,4.28,4668
act_166_27,166,Event-Driven Racer,2025-02-24 00:00:00,21.88,5.33,6999
act_166_28,166,Event-Driven Racer,2025-02-25 00:00:00,7.78,4.25,1984
act_166_32,166,Event-Driven Racer,2025-03-01 00:00:00,12.96,4.12,3205
act_166_35,166,Event-Driven Racer,2025-03-04 00:00:00,5.98,4.14,1485
act_166_37,166,Event-Driven Racer,2025-03-06 00:00:00,3.79,4.13,938
act_166_39,166,Event-Driven Racer,2025-03-08 00:00:00,9.11,4.89,2672
act_166_42,166,Event-Driven Racer,2025-03-11 00:00:00,4.91,4.58,1349
act_166_44,166,Event-Driven Racer,2025-03-13 00:00:00,1.0,4.35,261
act_166_46,166,Event-Driven Racer,2025-03-15 00:00:00,19.71,4.69,5544
act_166_48,166,Event-Driven Racer,2025-03-17 00:00:00,2.43,4.34,631
act_166_50,166,Event-Driven Racer,2025-03-19 00:00:00,8.69,5.06,2635
act_166_53,166,Event-Driven Racer,2025-03-22 00:00:00,28.34,4.31,7323
